NCESSCH;LEAID;LEANM05;SCHNAM05;LCITY05;LSTATE05;LATCOD;LONCOD;MLOCALE;ULOCALE;status05
130570001827;1305700;WHITFIELD COUNTY;WESTSIDE ELEMENTARY SCHOOL;ROCKY FACE;GA;34.78365;-85.05143;8;41;1
130570001828;1305700;WHITFIELD COUNTY;PLEASANT GROVE ELEMENTARY SCHOOL;DALTON;GA;34.85457;-84.94393;4;23;1
130570001829;1305700;WHITFIELD COUNTY;COHUTTA ELEMENTARY SCHOOL;COHUTTA;GA;34.96023;-84.945;8;41;1
130570001831;1305700;WHITFIELD COUNTY;VARNELL ELEMENTARY SCHOOL;DALTON;GA;34.89566;-84.94708;4;23;1
130570001832;1305700;WHITFIELD COUNTY;EASTSIDE ELEMENTARY SCHOOL;DALTON;GA;34.75667;-84.93007;4;23;1
130570001833;1305700;WHITFIELD COUNTY;ANTIOCH ELEMENTARY SCHOOL;DALTON;GA;34.72021;-84.93693;8;41;1
130570002450;1305700;WHITFIELD COUNTY;NEW HOPE ELEMENTARY SCHOOL;DALTON;GA;34.87678;-84.98625;4;23;1
130570002652;1305700;WHITFIELD COUNTY;WHITFIELD SPECIAL EDUCATION CENTER;DALTON;GA;34.87449;-84.94489;8;41;1
130570002794;1305700;WHITFIELD COUNTY;WHITFIELD/DALTON ALTERNATIVE (GATEWAY);DALTON;GA;34.77175;-84.96352;2;13;1
130570002795;1305700;WHITFIELD COUNTY;WHITFIELD COUNTY/DALTON CROSSROADS ACADEMY;DALTON;GA;34.77175;-84.96352;2;13;1
130570003464;1305700;WHITFIELD COUNTY;CAREER ACADEMY;DALTON;GA;34.785;-84.9243;4;23;3
130570003465;1305700;WHITFIELD COUNTY;NEW HOPE MIDDLE SCHOOL;VARNELL;GA;;;4;N;7
130573001836;1305730;WILCOX COUNTY;WILCOX COUNTY ELEMENTARY SCHOOL;ROCHELLE;GA;31.9516;-83.45448;7;43;1
130573002232;1305730;WILCOX COUNTY;WILCOX COUNTY HIGH SCHOOL;ROCHELLE;GA;31.94389;-83.45488;7;43;1
130573002451;1305730;WILCOX COUNTY;WILCOX COUNTY MIDDLE SCHOOL;ROCHELLE;GA;31.94384;-83.45517;7;43;1
130576001838;1305760;WILKES COUNTY;WASHINGTON-WILKES HIGH SCHOOL;WASHINGTON;GA;33.72991;-82.74591;7;41;1
130576001839;1305760;WILKES COUNTY;WASHINGTON-WILKES PRIMARY SCHOOL;WASHINGTON;GA;33.72884;-82.71946;7;33;1
130576001840;1305760;WILKES COUNTY;WASHINGTON-WILKES ELEMENTARY SCHOOL;WASHINGTON;GA;33.73338;-82.72682;6;33;1
130576002210;1305760;WILKES COUNTY;WASHINGTON-WILKES MIDDLE SCHOOL;WASHINGTON;GA;33.72991;-82.74591;7;41;1
130576002796;1305760;WILKES COUNTY;CROSSROADS;WASHINGTON;GA;33.73899;-82.73629;6;33;1
130576003466;1305760;WILKES COUNTY;NEW WASHINGTON-WILKES HIGH SCHOOL;WASHINGTON;GA;;;7;N;7
130576003467;1305760;WILKES COUNTY;NEW WASHINGTON-WILKES MIDDLE SCHOOL;WASHINGTON;GA;;;7;N;7
130579001841;1305790;WILKINSON COUNTY;WILKINSON COUNTY HIGH SCHOOL;IRWINTON;GA;32.7668;-83.1432;7;43;1
130579001842;1305790;WILKINSON COUNTY;WILKINSON COUNTY PRIMARY SCHOOL;IRWINTON;GA;32.81264;-83.18611;7;42;1
130579001843;1305790;WILKINSON COUNTY;WILKINSON COUNTY MIDDLE SCHOOL;IRWINTON;GA;32.7661;-83.1733;7;43;1
130579001844;1305790;WILKINSON COUNTY;WILKINSON COUNTY ELEMENTARY SCHOOL;IRWINTON;GA;32.81264;-83.18611;7;42;1
130585000733;1305850;WORTH COUNTY;WORTH COUNTY MIDDLE SCHOOL;SYLVESTER;GA;31.54623;-83.83658;8;41;1
130585001409;1305850;WORTH COUNTY;WORTH COUNTY PRIMARY SCHOOL;SYLVESTER;GA;31.54622;-83.83637;8;41;1
130585001848;1305850;WORTH COUNTY;HOLLEY ELEMENTARY SCHOOL;SYLVESTER;GA;31.53431;-83.84965;4;32;1
130585001849;1305850;WORTH COUNTY;WORTH COUNTY HIGH SCHOOL;SYLVESTER;GA;31.54472;-83.84168;8;41;1
130585001854;1305850;WORTH COUNTY;SYLVESTER ELEMENTARY SCHOOL;SYLVESTER;GA;31.54249;-83.8366;8;41;1
130585002797;1305850;WORTH COUNTY;WORTH COUNTY ALTERNATIVE LEARNING CENTER;SYLVESTER;GA;31.53485;-83.83;4;32;1
150003000001;1500030;HAWAII DEPT OF EDUCATION;ENCHANTED LAKE ELEMENTARY SCHOOL;KAILUA;HI;21.38705;-157.73453;3;22;1
150003000002;1500030;HAWAII DEPT OF EDUCATION;HAUULA ELEMENTARY SCHOOL;HAUULA;HI;21.61135;-157.91155;3;31;1
150003000003;1500030;HAWAII DEPT OF EDUCATION;HEEIA ELEMENTARY SCHOOL;KANEOHE;HI;21.42228;-157.81194;3;22;1
150003000004;1500030;HAWAII DEPT OF EDUCATION;KAAAWA ELEMENTARY SCHOOL;KAAAWA;HI;21.55013;-157.84907;3;22;1
150003000005;1500030;HAWAII DEPT OF EDUCATION;KAELEPULU ELEMENTARY SCHOOL;KAILUA;HI;21.38261;-157.74366;3;22;1
150003000006;1500030;HAWAII DEPT OF EDUCATION;KAHALUU ELEMENTARY SCHOOL;KANEOHE;HI;21.46073;-157.848;3;22;1
150003000007;1500030;HAWAII DEPT OF EDUCATION;KAHUKU HIGH & INTERMEDIATE SCHOOL;KAHUKU;HI;21.67882;-157.94946;3;31;1
150003000008;1500030;HAWAII DEPT OF EDUCATION;KAILUA ELEMENTARY SCHOOL;KAILUA;HI;21.39889;-157.7441;3;22;1
150003000009;1500030;HAWAII DEPT OF EDUCATION;KAILUA HIGH SCHOOL;KAILUA;HI;21.38802;-157.75463;3;22;1
150003000010;1500030;HAWAII DEPT OF EDUCATION;KAILUA INTERMEDIATE SCHOOL;KAILUA;HI;21.3981;-157.73861;3;22;1
150003000011;1500030;HAWAII DEPT OF EDUCATION;KAINALU ELEMENTARY SCHOOL;KAILUA;HI;21.41732;-157.75098;3;22;1
150003000012;1500030;HAWAII DEPT OF EDUCATION;KALAHEO HIGH SCHOOL;KAILUA;HI;21.41291;-157.75874;3;22;1
150003000013;1500030;HAWAII DEPT OF EDUCATION;KANEOHE ELEMENTARY SCHOOL;KANEOHE;HI;21.39847;-157.80016;3;22;1
150003000014;1500030;HAWAII DEPT OF EDUCATION;KAPUNAHALA ELEMENTARY SCHOOL;KANEOHE;HI;21.41244;-157.80725;3;22;1
150003000015;1500030;HAWAII DEPT OF EDUCATION;KEOLU ELEMENTARY SCHOOL;KAILUA;HI;21.37425;-157.73743;3;22;1
150003000016;1500030;HAWAII DEPT OF EDUCATION;KING INTERMEDIATE SCHOOL;KANEOHE;HI;21.42914;-157.80937;3;22;1
150003000017;1500030;HAWAII DEPT OF EDUCATION;LAIE ELEMENTARY SCHOOL;LAIE;HI;21.65262;-157.92753;3;31;1
150003000018;1500030;HAWAII DEPT OF EDUCATION;LANIKAI ELEMENTARY PUBLIC CHARTER SCHOOL;KAILUA;HI;21.39713;-157.72648;3;22;1
150003000019;1500030;HAWAII DEPT OF EDUCATION;MAUNAWILI ELEMENTARY SCHOOL;KAILUA;HI;21.38014;-157.75581;3;22;1
150003000020;1500030;HAWAII DEPT OF EDUCATION;MOKAPU ELEMENTARY SCHOOL;KAILUA;HI;21.41616;-157.75527;3;22;1
150003000021;1500030;HAWAII DEPT OF EDUCATION;PARKER ELEMENTARY SCHOOL;KANEOHE;HI;21.41659;-157.8009;3;22;1
150003000022;1500030;HAWAII DEPT OF EDUCATION;POPE ELEMENTARY SCHOOL;WAIMANALO;HI;21.33116;-157.69668;3;22;1
150003000023;1500030;HAWAII DEPT OF EDUCATION;PUOHALA ELEMENTARY SCHOOL;KANEOHE;HI;21.41249;-157.79255;3;22;1
150003000024;1500030;HAWAII DEPT OF EDUCATION;SUNSET BEACH ELEMENTARY SCHOOL;HALEIWA;HI;21.66734;-158.05312;3;31;1
150003000025;1500030;HAWAII DEPT OF EDUCATION;WAIAHOLE ELEMENTARY SCHOOL;KANEOHE;HI;21.48581;-157.85474;8;41;1
150003000026;1500030;HAWAII DEPT OF EDUCATION;WAIMANALO ELEMENTARY & INTERMEDIATE SCHOOL;WAIMANALO;HI;21.35003;-157.71933;3;22;1
150003000027;1500030;HAWAII DEPT OF EDUCATION;DESILVA ELEMENTARY SCHOOL;HILO;HI;19.71285;-155.11724;5;33;1
150003000028;1500030;HAWAII DEPT OF EDUCATION;HAAHEO ELEMENTARY SCHOOL;HILO;HI;19.7483;-155.09537;7;33;1
150003000029;1500030;HAWAII DEPT OF EDUCATION;HILO HIGH SCHOOL;HILO;HI;19.7239;-155.09912;5;33;1
150003000030;1500030;HAWAII DEPT OF EDUCATION;HILO INTERMEDIATE SCHOOL;HILO;HI;19.72316;-155.1;5;33;1
150003000031;1500030;HAWAII DEPT OF EDUCATION;HILO UNION ELEMENTARY SCHOOL;HILO;HI;19.72489;-155.09751;5;33;1
150003000032;1500030;HAWAII DEPT OF EDUCATION;HOLUALOA ELEMENTARY SCHOOL;HOLUALOA;HI;19.62176;-155.95145;7;41;1
150003000033;1500030;HAWAII DEPT OF EDUCATION;HONAUNAU ELEMENTARY SCHOOL;CAPTAIN COOK;HI;19.4522;-155.88235;7;41;1
150003000034;1500030;HAWAII DEPT OF EDUCATION;HONOKAA HIGH SCHOOL;HONOKAA;HI;20.07618;-155.46638;7;33;1
150003000035;1500030;HAWAII DEPT OF EDUCATION;HOOKENA ELEMENTARY SCHOOL;CAPTAIN COOK;HI;19.39619;-155.88105;7;42;1
150003000036;1500030;HAWAII DEPT OF EDUCATION;KALANIANAOLE ELEMENTARY & INTERMEDIATE SCHOOL;PAPAIKOU;HI;19.7947;-155.097;7;33;1
150003000037;1500030;HAWAII DEPT OF EDUCATION;KAPIOLANI ELEMENTARY SCHOOL;HILO;HI;19.71718;-155.08049;5;33;1
150003000038;1500030;HAWAII DEPT OF EDUCATION;KA'U HIGH & PAHALA ELEMENTARY;PAHALA;HI;19.20383;-155.47713;7;43;1
150003000039;1500030;HAWAII DEPT OF EDUCATION;KAUMANA ELEMENTARY SCHOOL;HILO;HI;19.68849;-155.13894;5;33;1
150003000040;1500030;HAWAII DEPT OF EDUCATION;KEAAU MIDDLE SCHOOL;KEAAU;HI;19.62361;-155.04097;7;33;1
150003000041;1500030;HAWAII DEPT OF EDUCATION;KEALAKEHE ELEMENTARY SCHOOL;KAILUA KONA;HI;19.67456;-155.98625;6;33;1
150003000042;1500030;HAWAII DEPT OF EDUCATION;KEAUKAHA ELEMENTARY SCHOOL;HILO;HI;19.73187;-155.0481;5;33;1
150003000043;1500030;HAWAII DEPT OF EDUCATION;KOHALA HIGH SCHOOL;KAPAAU;HI;20.2338;-155.803;7;33;1
150003000044;1500030;HAWAII DEPT OF EDUCATION;KONAWAENA ELEMENTARY SCHOOL;KEALAKEKUA;HI;19.51161;-155.9215;7;41;1
150003000045;1500030;HAWAII DEPT OF EDUCATION;KONAWAENA HIGH SCHOOL;KEALAKEKUA;HI;19.51161;-155.9215;7;41;1
150003000046;1500030;HAWAII DEPT OF EDUCATION;LAUPAHOEHOE HIGH & ELEMENTARY SCHOOL;LAUPAHOEHOE;HI;19.9784;-155.221;7;43;1
150003000047;1500030;HAWAII DEPT OF EDUCATION;MOUNTAIN VIEW ELEMENTARY SCHOOL;MOUNTAIN VIEW;HI;19.5555;-155.0983;7;42;1
150003000048;1500030;HAWAII DEPT OF EDUCATION;NAALEHU ELEMENTARY & INTERMEDIATE  SCHOOL;NAALEHU;HI;19.06504;-155.58252;7;43;1
150003000049;1500030;HAWAII DEPT OF EDUCATION;PAAUILO ELEMENTARY & INTERMEDIATE SCHOOL;PAAUILO;HI;19.871;-155.4676;7;43;1
150003000050;1500030;HAWAII DEPT OF EDUCATION;PAHOA HIGH & INTERMEDIATE SCHOOL;PAHOA;HI;19.51461;-154.90462;7;42;1
150003000051;1500030;HAWAII DEPT OF EDUCATION;WAIAKEA ELEMENTARY SCHOOL;HILO;HI;19.6973;-155.08065;5;33;1
150003000052;1500030;HAWAII DEPT OF EDUCATION;WAIAKEA HIGH SCHOOL;HILO;HI;19.70489;-155.0784;5;33;1
150003000053;1500030;HAWAII DEPT OF EDUCATION;WAIAKEA INTERMEDIATE SCHOOL;HILO;HI;19.69729;-155.08089;5;33;1
150003000054;1500030;HAWAII DEPT OF EDUCATION;WAIAKEAWAENA ELEMENTARY SCHOOL;HILO;HI;19.68708;-155.07042;5;33;1
150003000055;1500030;HAWAII DEPT OF EDUCATION;WAIMEA ELEMENTARY;KAMUELA;HI;20.02095;-155.67507;7;41;1
150003000056;1500030;HAWAII DEPT OF EDUCATION;BALDWIN HIGH SCHOOL;WAILUKU;HI;20.8922;-156.4933;6;33;1
150003000057;1500030;HAWAII DEPT OF EDUCATION;HAIKU ELEMENTARY SCHOOL;HAIKU;HI;20.93216;-156.3253;6;33;1
150003000058;1500030;HAWAII DEPT OF EDUCATION;HANA HIGH & ELEMENTARY SCHOOL;HANA;HI;20.78989;-156.04087;7;43;1
150003000059;1500030;HAWAII DEPT OF EDUCATION;IAO INTERMEDIATE SCHOOL;WAILUKU;HI;20.88732;-156.50358;6;33;1
150003000060;1500030;HAWAII DEPT OF EDUCATION;KAHULUI ELEMENTARY SCHOOL;KAHULUI;HI;20.88172;-156.47168;6;33;1
150003000061;1500030;HAWAII DEPT OF EDUCATION;KAMEHAMEHA III ELEMENTARY SCHOOL;LAHAINA;HI;20.8741;-156.67933;6;33;1
150003000062;1500030;HAWAII DEPT OF EDUCATION;KAUNAKAKAI ELEMENTARY SCHOOL;KAUNAKAKAI;HI;21.08844;-157.01839;6;33;1
150003000063;1500030;HAWAII DEPT OF EDUCATION;KEANAE ELEMENTARY SCHOOL;KEANAE;HI;20.7537;-156.0788;7;43;1
150003000064;1500030;HAWAII DEPT OF EDUCATION;KIHEI ELEMENTARY SCHOOL;KIHEI;HI;20.75143;-156.45121;6;33;1
150003000065;1500030;HAWAII DEPT OF EDUCATION;KILOHANA ELEMENTARY SCHOOL;KAUNAKAKAI;HI;21.0946;-156.9337;6;41;1
150003000066;1500030;HAWAII DEPT OF EDUCATION;KUALAPUU PUBLIC CHARTER SCHOOL;KUALAPUU;HI;21.15912;-157.04221;7;42;1
150003000067;1500030;HAWAII DEPT OF EDUCATION;KULA ELEMENTARY SCHOOL;KULA;HI;20.80234;-156.32979;7;41;1
150003000068;1500030;HAWAII DEPT OF EDUCATION;LAHAINA INTERMEDIATE SCHOOL;LAHAINA;HI;20.88849;-156.66491;6;33;1
150003000069;1500030;HAWAII DEPT OF EDUCATION;LAHAINALUNA HIGH SCHOOL;LAHAINA;HI;20.89047;-156.66275;7;41;1
150003000070;1500030;HAWAII DEPT OF EDUCATION;LANAI HIGH & ELEMENTARY SCHOOL;LANAI CITY;HI;20.8295;-156.92468;6;33;1
150003000071;1500030;HAWAII DEPT OF EDUCATION;LIHIKAI ELEMENTARY SCHOOL;KAHULUI;HI;20.88341;-156.48774;6;33;1
150003000072;1500030;HAWAII DEPT OF EDUCATION;MAKAWAO ELEMENTARY SCHOOL;MAKAWAO;HI;20.8608;-156.31594;6;33;1
150003000073;1500030;HAWAII DEPT OF EDUCATION;MAUI HIGH SCHOOL;KAHULUI;HI;20.87711;-156.47437;6;33;1
150003000074;1500030;HAWAII DEPT OF EDUCATION;MAUNALOA ELEMENTARY SCHOOL;MAUNALOA;HI;21.1424;-157.2239;7;43;1
150003000075;1500030;HAWAII DEPT OF EDUCATION;MOLOKAI HIGH SCHOOL;HOOLEHUA;HI;21.1606;-157.0834;7;42;1
150003000076;1500030;HAWAII DEPT OF EDUCATION;PAIA ELEMENTARY SCHOOL;PAIA;HI;20.90608;-156.37446;7;41;1
150003000077;1500030;HAWAII DEPT OF EDUCATION;PUKALANI ELEMENTARY SCHOOL;MAKAWAO;HI;20.84223;-156.34891;6;33;1
150003000079;1500030;HAWAII DEPT OF EDUCATION;WAIHEE ELEMENTARY SCHOOL;WAILUKU;HI;20.93797;-156.51641;6;33;1
150003000080;1500030;HAWAII DEPT OF EDUCATION;WAILUKU ELEMENTARY SCHOOL;WAILUKU;HI;20.88734;-156.50774;6;33;1
150003000081;1500030;HAWAII DEPT OF EDUCATION;ELEELE ELEMENTARY SCHOOL;ELEELE;HI;21.9054;-159.5618;7;41;1
150003000082;1500030;HAWAII DEPT OF EDUCATION;HANALEI ELEMENTARY SCHOOL;HANALEI;HI;22.2052;-159.5027;7;43;1
150003000083;1500030;HAWAII DEPT OF EDUCATION;KALAHEO ELEMENTARY SCHOOL;KALAHEO;HI;21.92493;-159.52547;6;33;1
150003000084;1500030;HAWAII DEPT OF EDUCATION;KAPAA ELEMENTARY SCHOOL;KAPAA;HI;22.09276;-159.31685;6;33;1
150003000085;1500030;HAWAII DEPT OF EDUCATION;KAPAA HIGH SCHOOL;KAPAA;HI;22.09493;-159.31603;6;33;1
150003000086;1500030;HAWAII DEPT OF EDUCATION;KAUAI HIGH SCHOOL;LIHUE;HI;21.96269;-159.36229;6;33;1
150003000088;1500030;HAWAII DEPT OF EDUCATION;KEKAHA ELEMENTARY SCHOOL;KEKAHA;HI;21.97478;-159.71972;6;33;1
150003000089;1500030;HAWAII DEPT OF EDUCATION;KILAUEA ELEMENTARY SCHOOL;KILAUEA;HI;22.20539;-159.40915;7;42;1
150003000090;1500030;HAWAII DEPT OF EDUCATION;KOLOA ELEMENTARY SCHOOL;KOLOA;HI;21.90216;-159.4692;7;33;1
150003000091;1500030;HAWAII DEPT OF EDUCATION;NIIHAU HIGH & ELEMENTARY SCHOOL;WAIMEA;HI;22.0299;-159.6762;3;42;1
150003000092;1500030;HAWAII DEPT OF EDUCATION;WAIMEA CANYON ELEMENTARY & INTERMEDIATE SCHOOL;WAIMEA;HI;21.95892;-159.66709;3;33;1
150003000093;1500030;HAWAII DEPT OF EDUCATION;WAIMEA HIGH SCHOOL;WAIMEA;HI;21.95721;-159.66861;3;33;1
150003000094;1500030;HAWAII DEPT OF EDUCATION;WILCOX ELEMENTARY SCHOOL;LIHUE;HI;21.97957;-159.3668;6;33;1
150003000096;1500030;HAWAII DEPT OF EDUCATION;HAWAII CENTER FOR THE DEAF AND THE BLIND;HONOLULU;HI;21.27644;-157.81847;1;11;1
150003000097;1500030;HAWAII DEPT OF EDUCATION;POHUKAINA SCHOOL;HONOLULU;HI;21.2735;-157.7998;1;11;1
150003000098;1500030;HAWAII DEPT OF EDUCATION;OLOMANA HIGH & INTERMEDIATE SCHOOL;KAILUA;HI;21.3793;-157.75094;3;22;1
150003000099;1500030;HAWAII DEPT OF EDUCATION;MILILANI MAUKA ELEMENTARY SCHOOL;MILILANI;HI;21.47157;-158.00117;3;21;1
150003000100;1500030;HAWAII DEPT OF EDUCATION;CASTLE HIGH SCHOOL;KANEOHE;HI;21.40883;-157.79559;3;22;1
150003000101;1500030;HAWAII DEPT OF EDUCATION;AIKAHI ELEMENTARY SCHOOL;KAILUA;HI;21.4279;-157.75192;3;22;1
150003000102;1500030;HAWAII DEPT OF EDUCATION;MILILANI HIGH SCHOOL;MILILANI;HI;21.45466;-158.01227;3;21;1
150003000103;1500030;HAWAII DEPT OF EDUCATION;MOANALUA HIGH SCHOOL;HONOLULU;HI;21.3483;-157.90459;1;11;1
150003000104;1500030;HAWAII DEPT OF EDUCATION;MOANALUA ELEMENTARY SCHOOL;HONOLULU;HI;21.35348;-157.89521;1;11;1
150003000105;1500030;HAWAII DEPT OF EDUCATION;MILILANI-WAENA ELEMENTARY SCHOOL;MILILANI;HI;21.45867;-158.01254;3;21;1
150003000106;1500030;HAWAII DEPT OF EDUCATION;MILILANI-UKA ELEMENTARY SCHOOL;MILILANI;HI;21.43974;-158.01967;3;21;1
150003000107;1500030;HAWAII DEPT OF EDUCATION;MAKALAPA ELEMENTARY SCHOOL;HONOLULU;HI;21.36416;-157.93033;3;21;1
150003000108;1500030;HAWAII DEPT OF EDUCATION;LEILEHUA HIGH SCHOOL;WAHIAWA;HI;21.5059;-158.01796;3;21;1
150003000109;1500030;HAWAII DEPT OF EDUCATION;WAIAU ELEMENTARY SCHOOL;PEARL CITY;HI;21.40133;-157.95635;3;21;1
150003000110;1500030;HAWAII DEPT OF EDUCATION;WAIANAE HIGH SCHOOL;WAIANAE;HI;21.45963;-158.20268;3;21;1
150003000111;1500030;HAWAII DEPT OF EDUCATION;WAIANAE ELEMENTARY SCHOOL;WAIANAE;HI;21.44808;-158.18646;3;21;1
150003000112;1500030;HAWAII DEPT OF EDUCATION;POHAKEA ELEMENTARY SCHOOL;EWA BEACH;HI;21.317;-158.01382;3;21;1
150003000113;1500030;HAWAII DEPT OF EDUCATION;PEARL CITY HIGHLANDS ELEMENTARY SCHOOL;PEARL CITY;HI;21.40589;-157.96901;3;21;1
150003000114;1500030;HAWAII DEPT OF EDUCATION;PEARL CITY HIGH SCHOOL;PEARL CITY;HI;21.41533;-157.95761;3;21;1
150003000115;1500030;HAWAII DEPT OF EDUCATION;PEARL CITY ELEMENTARY SCHOOL;PEARL CITY;HI;21.39878;-157.97239;3;21;1
150003000116;1500030;HAWAII DEPT OF EDUCATION;PALISADES ELEMENTARY SCHOOL;PEARL CITY;HI;21.42826;-157.956;3;21;1
150003000117;1500030;HAWAII DEPT OF EDUCATION;NANAKULI HIGH & INTERMEDIATE SCHOOL;WAIANAE;HI;21.38945;-158.13349;3;21;1
150003000118;1500030;HAWAII DEPT OF EDUCATION;NANAKULI ELEMENTARY SCHOOL;WAIANAE;HI;21.39142;-158.13755;3;21;1
150003000119;1500030;HAWAII DEPT OF EDUCATION;NANAIKAPONO ELEMENTARY SCHOOL;WAIANAE;HI;21.38216;-158.14554;3;21;1
150003000120;1500030;HAWAII DEPT OF EDUCATION;MOMILANI ELEMENTARY SCHOOL;PEARL CITY;HI;21.41485;-157.95734;3;21;1
150003000121;1500030;HAWAII DEPT OF EDUCATION;MAUKA LANI ELEMENTARY SCHOOL;KAPOLEI;HI;21.3618;-158.08728;3;21;1
150003000122;1500030;HAWAII DEPT OF EDUCATION;MANANA ELEMENTARY SCHOOL;PEARL CITY;HI;21.41089;-157.97499;3;21;1
150003000123;1500030;HAWAII DEPT OF EDUCATION;MAKAKILO ELEMENTARY SCHOOL;KAPOLEI;HI;21.34887;-158.08645;3;21;1
150003000124;1500030;HAWAII DEPT OF EDUCATION;MAKAHA ELEMENTARY SCHOOL;WAIANAE;HI;21.47283;-158.21421;3;21;1
150003000125;1500030;HAWAII DEPT OF EDUCATION;MAILI ELEMENTARY SCHOOL;WAIANAE;HI;21.42288;-158.17672;3;21;1
150003000126;1500030;HAWAII DEPT OF EDUCATION;LEHUA ELEMENTARY SCHOOL;PEARL CITY;HI;21.39187;-157.97485;3;21;1
150003000127;1500030;HAWAII DEPT OF EDUCATION;KAIMILOA ELEMENTARY SCHOOL;EWA BEACH;HI;21.32331;-158.01132;3;21;1
150003000128;1500030;HAWAII DEPT OF EDUCATION;IROQUOIS POINT ELEMENTARY SCHOOL;EWA BEACH;HI;21.32222;-157.99446;3;21;1
150003000129;1500030;HAWAII DEPT OF EDUCATION;ILIMA INTERMEDIATE SCHOOL;EWA BEACH;HI;21.31984;-158.01551;3;21;1
150003000130;1500030;HAWAII DEPT OF EDUCATION;HONOWAI ELEMENTARY SCHOOL;WAIPAHU;HI;21.38718;-158.0289;3;21;1
150003000131;1500030;HAWAII DEPT OF EDUCATION;HIGHLANDS INTERMEDIATE SCHOOL;PEARL CITY;HI;21.40339;-157.96519;3;21;1
150003000132;1500030;HAWAII DEPT OF EDUCATION;EWA BEACH ELEMENTARY SCHOOL;EWA BEACH;HI;21.31911;-158.01663;3;21;1
150003000133;1500030;HAWAII DEPT OF EDUCATION;EWA ELEMENTARY SCHOOL;EWA BEACH;HI;21.3462;-158.03733;3;21;1
150003000134;1500030;HAWAII DEPT OF EDUCATION;CAMPBELL HIGH SCHOOL;EWA BEACH;HI;21.31885;-158.00998;3;21;1
150003000135;1500030;HAWAII DEPT OF EDUCATION;BARBERS POINT ELEMENTARY SCHOOL;KAPOLEI;HI;21.32096;-158.08192;8;41;1
150003000136;1500030;HAWAII DEPT OF EDUCATION;AHRENS ELEMENTARY SCHOOL;WAIPAHU;HI;21.39578;-158.0044;3;21;1
150003000137;1500030;HAWAII DEPT OF EDUCATION;WHEELER INTERMEDIATE SCHOOL;WAHIAWA;HI;21.5009;-158.029;3;21;1
150003000138;1500030;HAWAII DEPT OF EDUCATION;WHEELER ELEMENTARY SCHOOL;WAHIAWA;HI;21.487;-158.039;3;21;1
150003000139;1500030;HAWAII DEPT OF EDUCATION;WEBLING ELEMENTARY SCHOOL;AIEA;HI;21.384;-157.92222;3;21;1
150003000140;1500030;HAWAII DEPT OF EDUCATION;WAIMALU ELEMENTARY SCHOOL;AIEA;HI;21.39356;-157.95129;3;21;1
150003000141;1500030;HAWAII DEPT OF EDUCATION;WAIALUA HIGH & INTERMEDIATE SCHOOL;WAIALUA;HI;21.57012;-158.12836;3;31;1
150003000142;1500030;HAWAII DEPT OF EDUCATION;WAIALUA ELEMENTARY SCHOOL;WAIALUA;HI;21.5795;-158.12417;3;31;1
150003000143;1500030;HAWAII DEPT OF EDUCATION;WAHIAWA MIDDLE SCHOOL;WAHIAWA;HI;21.49869;-158.0208;3;21;1
150003000144;1500030;HAWAII DEPT OF EDUCATION;WAHIAWA ELEMENTARY SCHOOL;WAHIAWA;HI;21.50645;-158.02145;3;21;1
150003000145;1500030;HAWAII DEPT OF EDUCATION;SOLOMON ELEMENTARY SCHOOL;WAHIAWA;HI;21.49085;-158.07446;3;41;1
150003000146;1500030;HAWAII DEPT OF EDUCATION;SHAFTER ELEMENTARY SCHOOL;HONOLULU;HI;21.34617;-157.88998;1;11;1
150003000147;1500030;HAWAII DEPT OF EDUCATION;SCOTT ELEMENTARY SCHOOL;AIEA;HI;21.38434;-157.93662;3;21;1
150003000148;1500030;HAWAII DEPT OF EDUCATION;SALT LAKE ELEMENTARY SCHOOL;HONOLULU;HI;21.35437;-157.91483;1;11;1
150003000149;1500030;HAWAII DEPT OF EDUCATION;RED HILL ELEMENTARY SCHOOL;HONOLULU;HI;21.37094;-157.90462;1;11;1
150003000150;1500030;HAWAII DEPT OF EDUCATION;RADFORD HIGH SCHOOL;HONOLULU;HI;21.36311;-157.93001;3;21;1
150003000151;1500030;HAWAII DEPT OF EDUCATION;PEARL RIDGE ELEMENTARY SCHOOL;AIEA;HI;21.39248;-157.94878;3;21;1
150003000152;1500030;HAWAII DEPT OF EDUCATION;PEARL HARBOR KAI ELEMENTARY SCHOOL;HONOLULU;HI;21.35021;-157.94;1;21;1
150003000153;1500030;HAWAII DEPT OF EDUCATION;PEARL HARBOR ELEMENTARY SCHOOL;HONOLULU;HI;21.34842;-157.93025;1;11;1
150003000154;1500030;HAWAII DEPT OF EDUCATION;NIMITZ ELEMENTARY SCHOOL;HONOLULU;HI;21.34516;-157.93853;1;11;1
150003000155;1500030;HAWAII DEPT OF EDUCATION;MOKULELE ELEMENTARY SCHOOL;HONOLULU;HI;21.34559;-157.94363;1;11;1
150003000156;1500030;HAWAII DEPT OF EDUCATION;MOANALUA MIDDLE SCHOOL;HONOLULU;HI;21.35364;-157.89537;1;11;1
150003000157;1500030;HAWAII DEPT OF EDUCATION;AHUIMANU ELEMENTARY SCHOOL;KANEOHE;HI;21.43803;-157.8336;3;22;1
150003000158;1500030;HAWAII DEPT OF EDUCATION;WAIPAHU INTERMEDIATE SCHOOL;WAIPAHU;HI;21.38537;-158.01625;3;21;1
